첨부파일	Lab 일련번호	분류	도포 날짜	원단	점착제	경화제	첨가제	도포량	작업자	점착력	가열압착	내열성	내후성	내습성	야외폭로	가공/유지력	절곡	레이저컷팅	내충격성	비고
	2788	약점용(SGO-103A대체/MMA35%+MAA2%+저고형분)2753+CX100/1%	2025-8-25 0:00:00	(T45/T45)	S250818G	(CX100/1%)(SV02/2%)	(SA3/0.3%)	(5)(#3)	박다영	(61,62)*(초/90/BA)	(>155)*(가/90/BA)					1	0	0	0	
25-08-26_SGO-103A,413,918A,2753,2787-2791_유지력(10cm to10.5cm)_0min._최적화.pdf;25-08-26_SGO-103A,413,918A,2753,2787-2791_유지력(10cm to10.5cm)_10min._최적화.pdf;25-08-26_SGO-103A,413,918A,2753,2787-2791_유지력(10cm to10.5cm)_20min._최적화.pdf	2789	약점용(SGO-413개선/MMA35%+MAA2%+저고형분)918A사선150목	2025-8-25 0:00:00	(T45/T45)	918	(CX100/3.5%)(SV02/2%)	(SA3/0.3%)	(5)(#3)	박다영	(21,28,21,20)*(초/90/BA)	(>110)*(가/90/BA)					1	0	0	0	
	2790	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2753+6.5배합	2025-8-25 0:00:00	(T45/T45)	S250818G	(CX100/2%)(SV02/2%)	(SA3/0.3%)	(6.5)(#3)	박다영	(32,31)*(초/90/BA)	(>130)*(가/90/BA)					1	0	0	0	
25-08-26_SGO-103A,413,918A,2753,2787-2791_유지력(10cm to10.5cm)_0min._최적화.pdf;25-08-26_SGO-103A,413,918A,2753,2787-2791_유지력(10cm to10.5cm)_10min._최적화.pdf;25-08-26_SGO-103A,413,918A,2753,2787-2791_유지력(10cm to10.5cm)_20min._최적화.pdf	2791	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2753+8배합	2025-8-25 0:00:00	(T45/T45)	S250818G	(CX100/2%)(SV02/2%)	(SA3/0.3%)	(8)(#3)	박다영	(32,29)*(초/90/BA)	(>100)*(가/90/BA)					1	0	0	0	#2753을 103A 타켓 후보로 선정. #2787을 413 개선 타겟 후보로 선정. 403 타겟은 후기가 너무 강하니 CX100 3.5% 기준에서 다시 검토 시작할 것.
	2792	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 5% CX100 1.5% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2%)	(MTD1501L/5%)	(2)(#6)	정주현	(166,176)*(초/90/BA),(162)*(초/90/2B)	(>290)*(가/90/BA)(>394)*(가/90/2B)		(7일백탁)*(BA)			0	0	0	0	(136>280)*(/90/2B/913F),(223>330)*(/90/2B/920B)
	2793	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 5% CX100 2% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2%)	(MTD1501L/5%)	(2)(#6)	정주현	(150,152)*(초/90/BA),(150)*(초/90/2B)	(>280)*(가/90/BA)(>266)*(가/90/2B)		(14일양호)*(BA)			0	0	0	0	
	2794	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.5% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2%)	(MTD1501L/10%)	(2)(#6)	정주현	(188,200)*(초/90/BA),(190)*(초/90/2B)	(>300)*(가/90/BA)(>318)*(가/90/2B)		(14일양호)*(BA)			0	0	0	0	
	2795	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 2% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2%)	(MTD1501L/10%)	(2)(#6)	정주현	(178,163)*(초/90/BA),(170)*(초/90/2B)	(>280)*(가/90/BA)(>232)*(가/90/2B)		(14일양호)*(BA)			0	0	0	0	
	2796	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 15% CX100 1.5% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2%)	(MTD1501L/15%)	(2)(#6)	정주현	(240,263)*(초/90/BA),(244)*(초/90/2B)	(>320)*(가/90/BA)(>522)*(가/90/2B)		(14일백탁)*(BA)			0	0	0	0	
	2797	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 15% CX100 2% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2%)	(MTD1501L/15%)	(2)(#6)	정주현	(223,230)*(초/90/BA),(202)*(초/90/2B)	(>224)*(가/90/BA)(>340)*(가/90/2B)		(14일양호)*(BA)			0	0	0	0	
	2798	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(275,275)*(초/90/BA),(229)*(초/90/2B)	(>200)*(가/90/BA)(>498)*(가/90/2B)		(8일미세백탁)*(BA)			0	0	0	0	
	2799	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 20% CX100 2% SV02 2% 사선100)	2025-8-25 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(190,240)*(초/90/BA),(187)*(초/90/2B)	(>186)*(가/90/BA)(>358)*(가/90/2B)					0	0	0	0	
	2800	일반보호용(SGE-133대체) 921B + CX100/1.5%	2025-8-26 0:00:00	(B45/B45)	921:913=5:5	(CX100/1.5%)(SV02/2%)	(MTD1501L/10%)	(4)(#8)	노항우	(215,215)*(초/90/BA)	(>370)*(가/90/BA)					0	0	0	0	
	2801	일반보호용(SGE-133대체) 921B + CX100/2%	2025-8-26 0:00:00	(B45/B45)	921:913=5:5	(CX100/2%)(SV02/2%)	(MTD1501L/10%)	(4)(#8)	노항우	(195,190)*(초/90/BA)	(>300)*(가/90/BA)					0	0	0	0	초기 점착력 및 후기 박리감 좀 더 낮추어야 함. 이에 더해 고객사 피드백에 따라 유지력을 극대화하기 위해 점착부여제 15%로 증량 결정.
	2802	레이저컷팅용 점착 제품 개발 920C #10bar	2025-8-26 0:00:00	(G75_200:1)	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#10)	노항우	(290,295)*(초/90/BA)						0	0	0	0	
	2803	레이저컷팅용 점착 제품 개발 920C #8bar	2025-8-26 0:00:00	(G75_200:1)	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#8)	노항우	(275,275)*(초/90/BA)						0	0	0	0	
	2804	레이저컷팅용 점착 제품 개발 2802 + CX100/1.2%	2025-8-26 0:00:00	(G75_200:1)	920	(CX100/1.2%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#10)	노항우	(240,255)*(초/90/BA)	(>390)*(가:60도3d/90/BA)					0	0	0	0	
	2805	레이저컷팅용 점착 제품 개발 2803 + CX100/1.2%	2025-8-26 0:00:00	(G75_200:1)	920	(CX100/1.2%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#8)	노항우	(220,235)*(초/90/BA)	(>360)*(가:60도3d/90/BA)					0	0	0	0	전반적으로 아직 후기가 강함. CX100 추가 증량하여 3종 준비 후 물성 검토 결정.
	2806	알루미늄프로파일용(태국YHS난부착용) 2741+CX100 0.2%+SV02 0.5%+MTD1501L 15%	2025-8-26 0:00:00	(BW68/BW68)	921	(CX100/0.2%)(SV02/0.5%)	(MTD1501L/15%)	(1.2)(#38)	이민지	(1017,986,770,750)*(초/90/BA)+(250)*(박리력/180)		(오염/미세오염)*(80도3시간,60도하루/BA)	(1일백탁)*(BA)			0	0	0	0	
	2807	알루미늄프로파일용(태국YHS난부착용) 2806/사선60	2025-8-26 0:00:00	(BW68/BW68)	921	(CX100/0.2%)(SV02/0.5%)	(MTD1501L/15%)	(1.2)(#12)	이민지	(548,556)*(초/90/BA)		(오염/미세오염)*(80도3시간,60도하루/BA)				0	0	0	0	
	2808	가공용(476PH 대체) 2743+TSR5903 10%	2025-8-26 0:00:00	(T75)	913	(CX100/2.5%)(SV02/2%)	(TSR5903/10%)	(2)(#10)	이민지	(235,264)*(초/90/BA)	(>303)*(가/90/BA)	(양호)*(150도15분/BA)				0	0	0	0	
	2809	가공용(476PH 대체) 2743+TSR5903 15%	2025-8-26 0:00:00	(T75)	913	(CX100/2.5%)(SV02/2%)	(TSR5903/15%)	(2)(#10)	이민지	(325,336)*(초/90/BA)	(>367)*(가/90/BA)	(양호)*(150도15분/BA)				0	0	0	0	
25-09-04_SGE403,SGO103A,2725,2810,2894,2918-2921_유지력(10cm to 10.5cm)_0min._최적화.pdf;25-09-04_SGE403,SGO103A,2725,2810,2894,2918-2921_유지력(10cm to 10.5cm)_10min._최적화.pdf;25-09-04_SGE403,SGO103A,2725,2810,2894,2918-2921_유지력(10cm to 10.5cm)_20min._최적화.pdf;25-09-04_SGE403,SGO103A,2725,2810,2894,2918-2921_유지력(10cm to 10.5cm)_60min._최적화.pdf	2810	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2725+6.5배합	2025-8-26 0:00:00	(T45/T45)	S250818G	(CX100/3.5%)(SV02/2%)	(SA3/0.3%)	(6.5)(#3)	박다영	(18,22,17,19)*(초/90/BA)	(>100,85)*(가/90/BA)					0	0	0	0	
	2811	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2725+8배합	2025-8-26 0:00:00	(T45/T45)	S250818G	(CX100/3.5%)(SV02/2%)	(SA3/0.3%)	(8)(#3)	박다영	(22,20)*(초/90/BA)	(>110)*(가/90/BA)					0	0	0	0	후기가 너무 강함. 50g 수준으로 줄여야함. 6.5배합 기준에서 경화제 및 테고 증량 검토할 것.
	2812	기초실험(수성이형제/벌크샘플평가) 2711 + 벌크샘플	2025-8-26 0:00:00	(G75_Z-2004(30)+Z-730(70)+CX100(2)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(300,320)*(초/90/BA)+(330)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2813	기초실험(수성이형제/벌크샘플평가) 2812 + CX100(4)	2025-8-26 0:00:00	(G75_Z-2004(30)+Z-730(70)+CX100(4)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(320,255)*(초/90/BA)+(350)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2814	기초실험(수성이형제/벌크샘플평가) 2812 + CX100(6)	2025-8-26 0:00:00	(G75_Z-2004(30)+Z-730(70)+CX100(6)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(305,310)*(초/90/BA)+(230)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2819	기초실험(수성이형제/벌크샘플평가) 2711 + Z-2004(40) + Z-730(60) + CX100(3)	2025-8-27 0:00:00	(G75_Z-2004(40)+Z-730(60)+CX100(3)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(340,330)*(초/90/BA)+(240)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2820	기초실험(수성이형제/벌크샘플평가) 2815 + CX100(5)	2025-8-27 0:00:00	(G75_Z-2004(40)+Z-730(60)+CX100(5)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(345,305)*(초/90/BA)+(230)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2821	기초실험(수성이형제/벌크샘플평가) 2815 + CX100(7)	2025-8-27 0:00:00	(G75_Z-2004(40)+Z-730(60)+CX100(7)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(325,325)*(초/90/BA)+(240)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2822	기초실험(수성이형제/벌크샘플평가) 2711 + Z-2004(50) + Z-730(50) + CX100(3)	2025-8-27 0:00:00	(G75_Z-2004(50)+Z-730(50)+CX100(3)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(320,360)*(초/90/BA)+(220)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2823	기초실험(수성이형제/벌크샘플평가) 2818 + CX100(5)	2025-8-27 0:00:00	(G75_Z-2004(50)+Z-730(50)+CX100(5)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(335,345,265,325)*(초/90/BA)+(240,180)*(박리력/180)	(>양호,미세백탁)*(가/90/BA)					0	0	0	0	
	2824	기초실험(수성이형제/벌크샘플평가) 2818 + CX100(7)	2025-8-27 0:00:00	(G75_Z-2004(50)+Z-730(50)+CX100(7)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(280,310)*(초/90/BA)+(230)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
25-08-27_2816,2817_배합후48시간_굳음.pdf	2816	기초실험(수성이형제/벌크샘플평가) 2813 + 물(600) +  MeOH(72)	2025-8-26 0:00:00	(G75_Z-2004(30)+Z-730(70)+CX100(4)+BYK-347(3)+물(600)+MeOH(72))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(250,230)*(초/90/BA)+(350)*(박리력/180)	(>미세백탁)*(가/90/BA)					0	0	0	0	이형제 배합 48시간 후 굳음
	2818	기초실험(수성이형제/벌크샘플평가) 2813 + 물(1344)	2025-8-26 0:00:00	(G75_Z-2004(30)+Z-730(70)+CX100(4)+BYK-347(3)+물(1344))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(320,335)*(초/90/BA)+(270)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	벌크 샘플과 소량 샘플 물성 동등함. CX100은 오염만 개선됨. 알코올류 10% 적용 시, 미세한 백탁 발생. 건조속도 올리는데에는 유리할 것으로 보임. 원가 절감 샘플은 확실히 이형력이 부족하긴 하나 가격 고려하면 쓰고 싶은 수준임.
25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_0min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_10min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_20min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_60min.pdf	2838	건축내외장재용(SGO457대체용)2679 + MTD1501L/15%	2025-8-27 0:00:00	(WPO100/WPO100)	921:913=5:5	(CX100/1.25%)(SV02/2%)	(MTD1501L/15%)	(2)(#12)	노항우	(365,380,365,370)*(초/90/BA)	(>465)*(가/90/BA)					1	0	0	0	
25-09-18_레이저 컷팅 요약.txt;25-09-18_KR테크,2839,2904,2905_레이저컷팅(No4 1.5T,fiber).pdf	2839	레이저컷팅용 점착 제품 개발 2805 + CX100/1.5%	2025-8-27 0:00:00	(G75_200:1)	920	(CX100/1.5%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#8)	노항우	(184,180/180)*(초/90/BA,블랙PCM)	(>270,306/490)*(가:60도3d/90/BA,블랙PCM)					1	0	0	0	
	2825	가공용(DCM PS4용) 918C+CX100 1.5%+TSR5903 20%	2025-8-26 0:00:00	(T45)	918	(CX100/1.5%)(SV02/2%)	(TSR5903/20%)	(2)(#8)	이민지	(234,235,240,260)*(초/90/BA)(150)*(초/180/PS4)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2827	가공용(DCM PS4용) 918C+CX100 1.75%+TSR5903 20%	2025-8-26 0:00:00	(T45)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/20%)	(2)(#8)	이민지	(240,228)*(초/90/BA)						0	0	0	0	
25-08-26_2815_도포 직후 박리.pdf;25-08-26_2815_숙성 후 박리.pdf	2815	기초실험(수성이형제/벌크샘플평가) 2812 + 잉크	2025-8-26 0:00:00	(G75잉크_Z-2004(30)+Z-730(70)+CX100(2)+BYK-347(3)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철							0	0	0	0	인쇄는 사진으로만 평가
25-08-27_2816,2817_배합후48시간_굳음.pdf	2817	기초실험(수성이형제/벌크샘플평가) 2813 + 물(600) +  IPA(72)	2025-8-26 0:00:00	(G75_Z-2004(30)+Z-730(70)+CX100(4)+BYK-347(3)+물(600)+IPA(72))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(320,250)*(초/90/BA)+(230)*(박리력/180)	(>미세백탁)*(가/90/BA)					0	0	0	0	이형제 배합 48시간 후 굳음
25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_0min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_10min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_20min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_60min.pdf;25-09-17_SGO457,SGE133,1535,2655,2837,2853,2916,2917,2922,2923_유지력(10cmto 10.5cm)_0min.pdf;25-09-17_SGO457,SGE133,1535,2655,2837,2853,2916,2917,2922,2923_유지력(10cmto 10.5cm)_20min.pdf;25-09-17_SGO457,SGE133,1535,2655,2837,2853,2916,2917,2922,2923_유지력(10cmto 10.5cm)_60min.pdf	2837	건축내외장재용(SGO457대체용)2678 + MTD1501L/15%	2025-8-27 0:00:00	(WPO100/WPO100)	921:913=5:5	(CX100/1.25%)(SV02/2%)	(MTD1501L/15%)	(2)(#10)	노항우	(410,415,330,335,323,373/215)*(초/90/BA,2B3T)	(/230>505/335)*(가/90/BA,2B3T)					1	0	0	0	
	2840	가공용(DCM PS4용) 2825+CX100 1.0%	2025-8-27 0:00:00	(T45)	918	(CX100/1.0%)(SV02/2%)	(TSR5903/20%)	(2)(#8)	이민지	(279,261)*(초/90/BA),(195)*(초/180/PS4)	(286)*(가/180/PS4)	(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2826	가공용(DCM PS4용) 918C+CX100 1.5%+TSR5903 25%	2025-8-26 0:00:00	(T45)	918	(CX100/1.5%)(SV02/2%)	(TSR5903/25%)	(2)(#8)	이민지	(260,255)*(초/90/BA)						0	0	0	0	
	2828	가공용(DCM PS4용) 918C+CX100 1.75%+TSR5903 25%	2025-8-26 0:00:00	(T45)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/25%)	(2)(#8)	이민지	(259,248)*(초/90/BA)						0	0	0	0	
	2829	건축내외장재용(WPVC,702P 대체) - (S250729B검토 - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-26 0:00:00	(WPO100)	S250729B	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(330,350)*(초/90/BA)			(11일백탁)*(BA)			0	0	0	0	
	2830	건축내외장재용(WPVC,702P 대체) - (S250729C검토 - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-26 0:00:00	(WPO100)	S250729C	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(300,312)*(초/90/BA)			(5일백탁)*(BA)			0	0	0	0	
	2831	건축내외장재용(WPVC,702P 대체) - (S250729D검토 - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-26 0:00:00	(WPO100)	S250729D	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(335,330)*(초/90/BA)			(10일양호)*(BA)			0	0	0	0	
	2832	건축내외장재용(WPVC,702P 대체) - (2798 재도포 사선100)	2025-8-26 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(332,290)*(초/90/BA)						0	0	0	0	
	2833	건축내외장재용(WPVC,702P 대체) - (921 - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-26 0:00:00	(WPO100)	921	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(420,380)*(초/90/BA)			(10일백탁)*(BA)			0	0	0	0	
	2834	건축내외장재용(WPVC,702P 대체) - (913:918=(5:5) - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-26 0:00:00	(WPO100)	913:918=5:5	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(269,267)*(초/90/BA)			(10일백탁)*(BA)			0	0	0	0	
	2835	건축내외장재용(WPVC,702P 대체) - (913:918=(7:3) - MTD 20% CX100 1.5% SV02 2% 사선100)	2025-8-26 0:00:00	(WPO100)	913:918=7:3	(CX100/1.5%)(SV02/2%)	(MTD1501L/20%)	(2)(#6)	정주현	(285,290)*(초/90/BA)			(10일백탁)*(BA)			0	0	0	0	
	2836	기초실험(수성이형제/벌크샘플평가) 2820 -BYK-347	2025-8-27 0:00:00	(G75_Z-2004(40)+Z-730(60)+CX100(5)+물(672))	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(295,315)*(초/90/BA)+(210)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	초기점착력 양호. 가열압착 양호. 이형력으로만 고르면 50대50이므로 #2823으로 선정하여 개선 실험 진행. BYK347은 이점이 없어서 굳이 넣어야하나 싶음.
	2841	가공용(DCM PS4용) 2825+SV02 1.0%	2025-8-27 0:00:00	(T45)	918	(CX100/1.5%)(SV02/1.0%)	(TSR5903/20%)	(2)(#8)	이민지	(275,272)*(초/90/BA),(190)*(초/180/PS4)	(296)*(가/180/PS4)	(스탑마킹)*(150도15분/BA)	(1일백탁)*(BA)			0	0	0	0	
	2842	가공용(DCM PS4용) 2825+CX100 1.0%+SV02 1.0%	2025-8-27 0:00:00	(T45)	918	(CX100/1.0%)(SV02/1.0%)	(TSR5903/20%)	(2)(#8)	이민지	(293,276)*(초/90/BA),(310)*(초/180/PS4)	(380)*(가/180/PS4)	(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2843	일반보호용(SGE-133대체) 2801 + MTD1501L/15% + CX100/4%	2025-8-27 0:00:00	(B45/B45)	921:913=5:5	(CX100/4%)(SV02/2%)	(MTD1501L/15%)	(4)(#8)	노항우	(205,190)*(초/90/BA)						0	0	0	0	
25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_0min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_10min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_20min.pdf;25-08-29_SGE-133,SGO-457,2837,2838,2844,2858_유지력(10cm to 10.5cm)_60min.pdf	2844	일반보호용(SGE-133대체) 2843 + CX100/6%	2025-8-27 0:00:00	(B45/B45)	921:913=5:5	(CX100/6%)(SV02/2%)	(MTD1501L/15%)	(4)(#8)	노항우	(145,150,180,170)*(초/90/BA)	(>325)*(가/90/BA)					1	0	0	0	
	2845	일반보호용(SGE-133대체) 2843 + CX100/8%	2025-8-27 0:00:00	(B45/B45)	921:913=5:5	(CX100/8%)(SV02/2%)	(MTD1501L/15%)	(4)(#8)	노항우	(185,195)*(초/90/BA)						0	0	0	0	
	2846	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2810+CX100/4.5%	2025-8-27 0:00:00	(T45/T45)	S250818G	(CX100/4.5%)(SV02/2%)	(SA3/0.3%)	(6.5)(#3)	박다영	(15,17,12,10)*(초/90/BA)	(>80,125)*(가/180/PS4)					0	0	0	0	
	2847	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2810+CX100/5.5%	2025-8-27 0:00:00	(T45/T45)	S250818G	(CX100/5.5%)(SV02/2%)	(SA3/0.3%)	(6.5)(#3)	박다영	(15,14)*(초/90/BA)	(>105)*(가/180/PS4)					0	0	0	0	
	2848	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2810+SA3/0.4%	2025-8-27 0:00:00	(T45/T45)	S250818G	(CX100/3.5%)(SV02/2%)	(SA3/0.4%)	(6.5)(#3)	박다영	(17,14)*(초/90/BA)	(>76)*(가/180/PS4)					0	0	0	0	
	2849	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2810+SA3/0.5%	2025-8-27 0:00:00	(T45/T45)	S250818G	(CX100/3.5%)(SV02/2%)	(SA3/0.5%)	(6.5)(#3)	박다영	(14,15)*(초/90/BA)	(>60)*(가/180/PS4)					0	0	0	0	
	2850	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2810+918점착제혼용	2025-8-27 0:00:00	(T45/T45)	S250818G:918=1:1	(CX100/3.5%)(SV02/2%)	(SA3/0.3%)	(6.5)(#3)	박다영	(17,17)*(초/90/BA)	(>65)*(가/180/PS4)					0	0	0	0	
	2851	약점용(SGE-403대체/MMA35%+MAA2%+저고형분)2810+919점착제혼용	2025-8-27 0:00:00	(T45/T45)	S250818G:919=1:1	(CX100/3.5%)(SV02/2%)	(SA3/0.3%)	(6.5)(#3)	박다영	(17,17)*(초/90/BA)	(>76)*(가/180/PS4)					0	0	0	0	
	2852	가공용(DCM PS4용) 2842+CX100 1.2%	2025-8-28 0:00:00	(SW45)	918	(CX100/1.2%)(SV02/1.0%)	(TSR5903/20%)	(2)(#8)	양성준	(376,371)*(초/90/BA),(215)*(초/180/PS4)	(320)*(가/180/PS4)	(오염)*(150도15분/BA)				0	0	0	0	
	2853	가공용DCM PS4용) 2852+SV02 1.5%	2025-8-28 0:00:00	(SW45)	918	(CX100/1.2%)(SV02/1.5%)	(TSR5903/20%)	(2)(#8)	양성준	(314,275)*(초/90/BA),(210)*(초/180/PS4)	(280)*(가/180/PS4)	(오염)*(150도15분/BA)				0	0	0	0	
	2854	알루미늄프로파일용(태국YHS난부착용) 2741+peel oil	2025-8-28 0:00:00	(BW68_200:1)	921	(CX100/0.5%)(SV02/2%)	(MTD1501L/20%)	(1.2)(#38)	이민지	(590,560)*(초/90/BA)+(283)*(박리력/180)		(스탑마킹)*(150도15분/BA)	(2일백탁)*(BA)			0	0	0	0	
	2855	알루미늄프로파일용(태국YHS난부착용) 2741+수성이형제(2711)	2025-8-28 0:00:00	(BW68_Z-2004(30)+Z-730(70)+CX100(2)+BYK-347(3)+물(672))	921	(CX100/0.5%)(SV02/2%)	(MTD1501L/20%)	(1.2)(#38)	이민지	(615,600)*(초/90/BA)+(443)*(박리력/180)		(스탑마킹)*(150도15분/BA)	(1일백탁)*(BA)			0	0	0	0	
	2856	알루미늄프로파일용(태국YHS난부착용) 2806+peel oil	2025-8-28 0:00:00	(BW68_200:1)	921	(CX100/0.2%)(SV02/0.5%)	(MTD1501L/15%)	(1.2)(#38)	이민지	(740,720)*(초/90/BA)+(228)*(박리력/180)		(스탑마킹)*(150도15분/BA)	(2일백탁)*(BA)			0	0	0	0	
	2857	알루미늄프로파일용(태국YHS난부착용) 2806+수성이형제(2711)	2025-8-28 0:00:00	(BW68_Z-2004(30)+Z-730(70)+CX100(2)+BYK-347(3)+물(672))	921	(CX100/0.2%)(SV02/0.5%)	(MTD1501L/15%)	(1.2)(#38)	이민지	(630,615)*(초/90/BA)+(624)*(박리력/180)		(스탑마킹)*(150도15분/BA)	(1일백탁)*(BA)			0	0	0	0	
